epoch,acc,loss,lr,val_acc,val_loss
0,0.8277419330251794,0.6361610172256347,0.01,0.00588235302883036,11.765187375685748
1,0.9263754060739067,0.2843418381867092,0.01,0.07975460230115733,13.885485555496684
2,0.9493527533938584,0.18499899892480048,0.01,0.10736196492712922,12.63767061643074
3,0.9585760571424243,0.15538967414352212,0.01,0.10889570750981752,12.191496884164634
4,0.9773462852613826,0.0935367773344264,0.0019999999,0.09509202554547713,11.107191039009328
5,0.9802589051931807,0.07226485073337374,0.0019999999,0.10276073763615515,11.130090017260217
6,0.9847896504170687,0.06277726582495623,0.0019999999,0.10429447973889808,11.590054324799521
7,0.985760523277579,0.058247817213071394,0.0019999999,0.11809816037767504,12.155614039649262
8,0.9893203942906895,0.04771712582564421,0.00039999996,0.09969325237936037,12.121488928063515
9,0.9915857656488141,0.0398968320918604,0.00039999996,0.11196319153246705,11.935456036058671
10,0.9907767043530362,0.03963701601794237,0.00039999996,0.111963191783867,11.933108148399306
11,0.9911003288327683,0.039985127857069466,7.999999e-05,0.10429448076735245,12.250043219583898
0,0.885483871352288,1.1798881468753661,7.999999e-05,1.0,0.002309436464737005
1,0.9114886746051628,0.3865389754712389,7.999999e-05,1.0,0.0027072288044528363
2,0.9530744371290731,0.1980820765122048,7.999999e-05,1.0,0.006167616209506623
3,0.9585760561779479,0.1701327005347002,7.999999e-05,0.995398777394207,0.010863242736600477
4,0.9608414275360725,0.15475417161209684,1.5999998e-05,0.996932514606078,0.00878414300704615
5,0.9624595524423717,0.14906104303245404,1.5999998e-05,0.9938650328688826,0.014786379454668862
6,0.9652103610023326,0.14097658646048852,1.5999998e-05,0.9938650365256093,0.011562479555641124
7,0.964563112428659,0.14853459619540227,1e-05,0.995398777394207,0.011110400579629774
0,0.9654838785048454,0.13657868357315178,1e-05,0.9882352983250338,0.029149391476119703
1,0.9652159890972706,0.13984831495735178,1e-05,0.9877112215748214,0.029693797809041796
2,0.9657013477621061,0.13820059004495433,1e-05,0.9892473184201758,0.027860553740786987
3,0.9637599148867566,0.14436365115789124,1e-05,0.9861751174047795,0.03210713991397468
4,0.9648924179398074,0.14181255754713218,1e-05,0.9907834152655302,0.025780724532495948
5,0.9650542054471798,0.1355668966235167,1e-05,0.9923195084485407,0.01896943152737668
6,0.9671574247691492,0.13291837358441944,1e-05,0.9800307336857059,0.05039547204244567
7,0.9644070582142195,0.13834943274592643,1e-05,0.989247314757832,0.030626814465142913
8,0.970069575070602,0.12868337733154253,1e-05,0.9938556089562388,0.02484721767275484
9,0.967319210830041,0.12903818255960894,1e-05,0.9846390278841127,0.033850132026702465
10,0.9728199386843546,0.1229072041716743,1e-05,0.9907834189278739,0.026675447848798585
11,0.9663484943200423,0.13150808974061462,1e-05,0.9877112179124776,0.038839388944168565
12,0.9689370726925755,0.12871795945150377,1e-05,0.9877112215748214,0.03371422666235156
0,0.9666129116089114,0.1281283800640414,1e-05,0.9764705966500675,0.08154535205925212
1,0.9724963683947798,0.12123172242864014,1e-05,0.9754224321626115,0.0902671107132497
2,0.9708785072072696,0.12375495093546915,1e-05,0.9692780411188504,0.10943091310240248
3,0.9747613702578715,0.11268046284400324,1e-05,0.9631336464127455,0.11750858818422631
4,0.9728199369967938,0.11210369306187513,1e-05,0.9631336527302884,0.12273635730124473
5,0.9729817232023337,0.11377177028266613,1e-05,0.964669739595756,0.1264035511195385
6,0.972172793283603,0.1112754856560381,1e-05,0.9539170496840997,0.13794502329808042
7,0.9747613708846797,0.11516024687132621,1e-05,0.9447004629353407,0.16068018773733744
0,0.9672580695921374,0.12865555247952862,1e-05,0.9397058802492478,0.13385533366133184
1,0.9686135005225759,0.1308455802446005,1e-05,0.9385560718915795,0.1344172177684655
2,0.9703931471441695,0.12259104016061123,1e-05,0.9354838692281287,0.14035221687110339
3,0.9699077865506931,0.12022781501530327,1e-05,0.9493087638175249,0.1204505608584832
4,0.971040292303841,0.12252735679969493,1e-05,0.9385560682292358,0.1342425592209337
5,0.9712020761950119,0.11761793139595716,1e-05,0.9370199707429713,0.14368820530340967
6,0.9758938747091869,0.10988910376779702,1e-05,0.9477726586403386,0.13101121536048327
7,0.9716874346187674,0.1210606294173173,1e-05,0.9416282639342336,0.1376653988194722
8,0.9736288722192868,0.10901697583784661,1e-05,0.9354838692281287,0.13302314240262256
9,0.9742760158360457,0.11383190280547653,1e-05,0.9447004576249423,0.13966343880340618
10,0.9713638657756732,0.11525814054551016,1e-05,0.9400921717583676,0.13749426682286547
0,0.9624193614529025,0.15942292777040312,1e-05,0.9955882395015043,0.009607089676565546
1,0.9640834868156761,0.1509125889374627,1e-05,0.995391709463937,0.009674857778992567
2,0.9610095486211229,0.1508288218368124,1e-05,0.9953917058015932,0.01097752968601871
3,0.9640834852727634,0.15229140736537541,1e-05,0.9969278063092913,0.008902018030707691
4,0.9629509846787297,0.15153240120646214,1e-05,0.9938556126185826,0.011380702526825043
5,0.9658631365230951,0.13876838140735695,1e-05,0.9969278063092913,0.008417614872196114
6,0.963759915802861,0.15497234706097757,1e-05,0.995391709463937,0.01105761272080254
7,0.9679663535789116,0.14143740255346463,1e-05,0.9938556089562388,0.011633626387072599
8,0.9645688441786792,0.14365665434518113,1e-05,0.9984639031546456,0.006504166320527112
9,0.9676427821321523,0.1332556492802858,1e-05,0.9969278063092913,0.008505801805400557
10,0.9665102782112132,0.15469699104305534,1e-05,0.995391709463937,0.012135419168810595
11,0.9689370709085827,0.1359673143843485,1e-05,0.9923195121108844,0.014146327372274137
12,0.9663484940307462,0.1405524792150567,1e-05,0.995391709463937,0.01185932270638908
13,0.9692606451518712,0.13642425874639602,1e-05,0.9969278063092913,0.009434724781489122
14,0.9692606439946867,0.13438462986372915,1e-05,0.9938556126185826,0.012053325402474578
15,0.9694224295734183,0.13432851202377338,1e-05,0.9984639031546456,0.008261233063903958
0,0.9687096834182739,0.13225017435728542,1e-05,0.9955882395015043,0.012650452547377962
1,0.9708785067251094,0.12793191061685905,1e-05,0.995391709463937,0.013406610564035144
2,0.96845171426882,0.13035906086223947,1e-05,0.9969278063092913,0.010761842268684338
3,0.9705549311799885,0.1277053963355003,1e-05,0.995391709463937,0.016429541286774204
4,0.968128143497085,0.12842605940791477,1e-05,0.9938556089562388,0.01652719032156357
5,0.9728199390218667,0.11936489123259812,1e-05,0.9969278063092913,0.010297686649860973
6,0.972496366610787,0.1246516061068314,1e-05,0.995391709463937,0.01479667809017169
7,0.9713638640881125,0.12517509222888884,1e-05,0.995391709463937,0.016445893282052874
8,0.9700695723705048,0.11928935274132207,1e-05,0.9984639031546456,0.007692627997441878
9,0.9707167199891934,0.12317266362473486,1e-05,0.9923195121108844,0.02117452119153777
10,0.970716716614072,0.11948936669099602,1e-05,0.9938556089562388,0.018319301983116612
11,0.9708785046518206,0.12312183675413918,1e-05,0.9969278026469476,0.013312169899543484
12,0.9686134997511195,0.12848236562304177,1e-05,0.9969278063092913,0.010908379116647816
13,0.9715256494257639,0.118724883183092,1e-05,0.9969278063092913,0.014123806359386572
14,0.9718492194260426,0.12183428739671123,1e-05,0.9938556079490943,0.01785178660356458
15,0.9692606440911188,0.12378533434287338,1e-05,0.9969278063092913,0.014779610890975957
0,0.9666129096861809,0.1262013626855708,1e-05,0.9955882395015043,0.012375102686586188
1,0.9684517122437472,0.12630230797579173,1e-05,0.995391709463937,0.014469651197056113
2,0.9702313611797098,0.11788624135364204,1e-05,0.9969278063092913,0.011044913195087911
3,0.9723345798748709,0.11210144019181376,1e-05,0.9938556126185826,0.01788389860021491
4,0.9733052977349183,0.11274934040110988,1e-05,0.9938556126185826,0.019542470813289674
5,0.9739524392783883,0.10670957147118015,1e-05,0.9923195157732282,0.02003172369811186
6,0.9716874348598474,0.11556746019570308,1e-05,0.9953917058015932,0.017905102846729134
7,0.9690988572587707,0.11954060810003499,1e-05,0.9938556126185826,0.021308660355558225
8,0.9720110073191431,0.10859267816882924,1e-05,0.9938556089562388,0.02474129177556987
9,0.9707167176748244,0.11343250752864696,1e-05,0.9938556089562388,0.023670727675337167
0,0.9670967817306518,0.12990121953189374,1e-05,0.9926470658358406,0.02974509949083714
1,0.968451714172388,0.12188525163655797,1e-05,0.9923195121108844,0.030330975864729208
2,0.9708785054232769,0.11500004352662695,1e-05,0.9938556089562388,0.030315127515573106
3,0.9700695749741699,0.11276776012822158,1e-05,0.9923195157732282,0.0346633234333473
4,0.9716874364027601,0.11146871437847643,1e-05,0.9953917084567924,0.026854988256220444
5,0.9707167186873609,0.11048368627229298,1e-05,0.9877112179124776,0.04227575658321289
6,0.9718492213546834,0.10696381593990666,1e-05,0.9969278063092913,0.02626395218371887
7,0.9755703050946364,0.10131504848753725,1e-05,0.9938556089562388,0.040784437389623736
8,0.9736288692781097,0.10466568359056157,1e-05,0.9907834179207293,0.044108549793881756
9,0.9705549352783501,0.11061089016018591,1e-05,0.9892473174130312,0.046832965237707955
10,0.9744377998718646,0.10505446841130556,1e-05,0.9923195157732282,0.04034785472375903
11,0.9754085189855286,0.10246329909605495,1e-05,0.9923195157732282,0.04227424494224027
12,0.9724963654536025,0.10557748142028969,1e-05,0.9877112215748214,0.05027755214253329
13,0.9767028063154783,0.09681549572603272,1e-05,0.9938556126185826,0.03804395400050644
0,0.9627419414058809,0.13832453351107335,1e-05,1.0,0.0007516715131179593
1,0.9627891997268064,0.136148172016187,1e-05,1.0,0.0005758643799823367
2,0.9669956380332332,0.126702779486638,1e-05,1.0,0.0005795881528580438
3,0.9684517144134681,0.1294253813499117,1e-05,1.0,0.0005010809539826215
4,0.9700695721294247,0.12209265317862482,1e-05,1.0,0.0006082595209144028
5,0.9715256494257639,0.1226046192650366,1e-05,1.0,0.000647157738764932
6,0.9702313602636053,0.11831445498622518,1e-05,1.0,0.0005468704041242729
7,0.9692606434643105,0.1275623380532737,1e-05,1.0,0.0005777741271999597
8,0.9737906557247296,0.11984545121304215,1e-05,1.0,0.0007307639991712203
9,0.9710402919181129,0.11949612128779911,1e-05,1.0,0.0005096943429191976
10,0.9699077905526229,0.1210835773869686,1e-05,1.0,0.0008182278241924283
